Date,Symbol,Open,High,Low,Close,Average
2020-08-19,BTCEUR,10030.8,10075.2,9756,9937.5,9905.6
2020-08-18,BTCEUR,10363.7,10425,9963,10030.9,10181.9
2020-08-17,BTCEUR,10061.9,10500,9950,10363.8,10230.5
2020-08-16,BTCEUR,10023.4,10079.9,9902,10061.9,10009.2
2020-08-15,BTCEUR,9962.7,10132,9915,10023.5,10046.5
2020-08-14,BTCEUR,9969.9,10039.9,9878.2,9962.7,9951.5
2020-08-13,BTCEUR,9826.9,9974.9,9523.9,9969.9,9746
2020-08-12,BTCEUR,9718.7,9869.9,9539.7,9827,9776.1
2020-08-11,BTCEUR,10134.4,10177,9500,9716.5,9840.6
2020-08-10,BTCEUR,9928.4,10245,9848,10134.4,10112.6
2020-08-09,BTCEUR,9982.4,10005,9690,9928.2,9866
2020-08-08,BTCEUR,9865.1,10010,9807.7,9983.4,9940.7
2020-08-07,BTCEUR,9925.7,10064.6,9647.1,9865.2,9911.6
2020-08-06,BTCEUR,9907.4,10064,9770,9925.8,9933.8
2020-08-05,BTCEUR,9491.8,9934.9,9422,9906.8,9728.5
2020-08-04,BTCEUR,9569.4,9727.3,9419,9491.8,9557.6
2020-08-03,BTCEUR,9403.7,9782,9288.8,9569.4,9608.2
2020-08-02,BTCEUR,10037.6,10282.8,9181,9402.1,9619.7
2020-08-01,BTCEUR,9636.4,10092.8,9520,10037.7,9899.1
2020-07-31,BTCEUR,9367.9,9723,9255,9636.5,9516.4
2020-07-30,BTCEUR,9443.2,9450,9224.2,9368,9360.4
2020-07-29,BTCEUR,9328.4,9627.9,9261.6,9443.2,9465.6
2020-07-28,BTCEUR,9387.4,9570,9009.8,9328.4,9337.4
2020-07-27,BTCEUR,8523,9700,8519.6,9387.6,9022.7
2020-07-26,BTCEUR,8335.7,8650.6,8312.5,8523,8484.2
2020-07-25,BTCEUR,8209.6,8364.5,8204.1,8335.8,8290.7
2020-07-24,BTCEUR,8298.2,8300,8171.1,8210.8,8234.1
2020-07-23,BTCEUR,8233.2,8339.9,8190,8298.2,8246.5
2020-07-22,BTCEUR,8159.9,8252,8069.7,8233.2,8114.7
2020-07-21,BTCEUR,8015,8260,8012.9,8159.9,8161.3
2020-07-20,BTCEUR,8060.5,8075.1,7996.5,8015.1,8032.1
2020-07-19,BTCEUR,8045,8088,7988.8,8060.3,8026.2
2020-07-18,BTCEUR,8022.5,8077.4,8001.1,8045.6,8038.8
2020-07-17,BTCEUR,8014.8,8050,7977.4,8022.3,8014.2
2020-07-16,BTCEUR,8059,8084.6,7950,8014.8,8000.7
2020-07-15,BTCEUR,8122.1,8128.8,8050,8059,8084.8
2020-07-14,BTCEUR,8152,8155.6,8034.1,8122.1,8114.1
2020-07-13,BTCEUR,8239.8,8255,8125,8152,8203.2
2020-07-12,BTCEUR,8189.5,8279.7,8135.5,8235.2,8197.9
2020-07-11,BTCEUR,8231.3,8238.8,8134.5,8188.7,8188.7
2020-07-10,BTCEUR,8196.9,8244,8099.5,8228.6,8154.5
2020-07-09,BTCEUR,8339.8,8339.9,8139,8197,8256.4
2020-07-08,BTCEUR,8222.8,8369.9,8199.7,8339.8,8289.1
2020-07-07,BTCEUR,8258.8,8280.8,8187.7,8222.9,8217.5
2020-07-06,BTCEUR,8079.5,8278,8051.7,8259.5,8183
2020-07-05,BTCEUR,8124,8133.2,7950,8083.3,8042.7
2020-07-04,BTCEUR,8066.3,8170,8055.9,8124,8086.3
2020-07-03,BTCEUR,8103.1,8142.1,8061,8066.3,8111.7
2020-07-02,BTCEUR,8217.5,8236.8,7905,8103.2,8115.5
2020-07-01,BTCEUR,8139.4,8270,8100,8216.3,8198.3
2020-06-30,BTCEUR,8167,8198.9,8100,8139.5,8160.8
2020-06-29,BTCEUR,8123.9,8211,8021.2,8162.5,8104.9
2020-06-28,BTCEUR,8048.8,8189.9,7994.3,8123.9,8112.5
2020-06-27,BTCEUR,8166.5,8200,7929.1,8050.3,8077.1
2020-06-26,BTCEUR,8246.2,8283.4,8081,8166.6,8174.9
2020-06-25,BTCEUR,8265.9,8329.2,8013.3,8246.3,8218.3
2020-06-24,BTCEUR,8509.9,8550,8181.1,8270.3,8342.3
2020-06-23,BTCEUR,8586.3,8619.6,8490.3,8509.9,8536
2020-06-22,BTCEUR,8310.4,8680,8300.8,8586.4,8476.5
2020-06-21,BTCEUR,8368.4,8404.6,8300.7,8310.4,8360
2020-06-20,BTCEUR,8325,8385,8226,8366.4,8327.8
2020-06-19,BTCEUR,8378.1,8404,8252.5,8325.1,8341.9
2020-06-18,BTCEUR,8421,8430,8288.8,8378.1,8388.7
2020-06-17,BTCEUR,8455.8,8500,8188.8,8420.1,8384.7
2020-06-16,BTCEUR,8313.9,8495.5,8279.9,8452.6,8413.3
2020-06-15,BTCEUR,8293.8,8397.8,7925,8313.8,8173.1
2020-06-14,BTCEUR,8410,8413,8225,8293,8333.2
2020-06-13,BTCEUR,8413.6,8425,8310,8410,8375.2
2020-06-12,BTCEUR,8218.5,8463.9,8185.4,8413.5,8357.8
2020-06-11,BTCEUR,8705.8,8749.9,8025,8218.5,8386.1
2020-06-10,BTCEUR,8633.9,8764.4,8560.3,8705,8633.2
2020-06-09,BTCEUR,8641.9,8700,8465,8629.5,8602.1
2020-06-08,BTCEUR,8625.3,8666,8534.8,8641.9,8606.5
2020-06-07,BTCEUR,8567.5,8666,8350,8623.6,8514.2
2020-06-06,BTCEUR,8543,8635.7,8472.7,8570,8561.1
2020-06-05,BTCEUR,8639.4,8690,8525,8545,8603.3
2020-06-04,BTCEUR,8601,8700,8470,8641.5,8608.8
2020-06-03,BTCEUR,8523.7,8620,8355,8601.1,8526.4
2020-06-02,BTCEUR,9106.7,9122.3,8327,8528.5,8756.6
2020-06-01,BTCEUR,8508.5,9220,8488,9105.9,8822
2020-05-31,BTCEUR,8710,8710,8465.5,8513,8586
2020-05-30,BTCEUR,8499.2,8753.6,8416.2,8710,8586.6
2020-05-29,BTCEUR,8637.1,8652,8392,8497.4,8495
2020-05-28,BTCEUR,8364.9,8670,8290.6,8637.1,8481.5
2020-05-27,BTCEUR,8062.1,8410.9,8058.5,8364.9,8263.9
2020-05-26,BTCEUR,8163.4,8250,7945.4,8062.1,8088.8
2020-05-25,BTCEUR,8008,8240,7938.4,8163.3,8088.6
2020-05-24,BTCEUR,8422.1,8530.5,8000,8008.1,8282.8
2020-05-23,BTCEUR,8413.6,8538.5,8355.1,8422.1,8443.3
2020-05-22,BTCEUR,8281.7,8513.8,8182,8413.6,8392.1
2020-05-21,BTCEUR,8671,8728.5,8041,8282.5,8381.2
2020-05-20,BTCEUR,8950.3,8982.4,8504.2,8671,8770.7
2020-05-19,BTCEUR,8910.4,9010,8700,8953.2,8861.9
2020-05-18,BTCEUR,8926.6,9145,8666,8912,8913.7
2020-05-17,BTCEUR,8683.2,9098,8636.2,8927,8935
2020-05-16,BTCEUR,8610.2,8847.3,8527.5,8687.2,8704.5
2020-05-15,BTCEUR,9053.1,9103.6,8460,8610.1,8790.8
2020-05-14,BTCEUR,8621.3,9200,8100,9056.9,8940.5
2020-05-13,BTCEUR,8141.7,8715,8131.8,8621.3,8403.2
2020-05-12,BTCEUR,7934.2,8287,7911.9,8143.4,8134.3
2020-05-11,BTCEUR,8069.2,8521.3,7592.3,7937.6,8068.2
2020-05-10,BTCEUR,8817.1,8833.3,7500,8064.7,8071.6
2020-05-09,BTCEUR,9056.7,9149.2,8776.3,8819.4,8936.3
2020-05-08,BTCEUR,9220.7,9256.1,8973.8,9056.8,9155.4
2020-05-07,BTCEUR,8492.4,9278,8362.9,9220.7,8905.4
2020-05-06,BTCEUR,8334.1,8719.5,8232.3,8502.3,8525.3
2020-05-05,BTCEUR,8150.3,8385,8088.3,8337.4,8237.8
2020-05-04,BTCEUR,8128,8220,7811,8148.7,8034.4
2020-05-03,BTCEUR,8182.2,8370,7971.2,8129.6,8169.2
2020-05-02,BTCEUR,8033.3,8201.3,7984,8179.3,8102.3
2020-05-01,BTCEUR,7898.3,8288.3,7890.9,8030.3,8041.2
2020-04-30,BTCEUR,8078.4,8737.2,7705,7902.3,8225.5
2020-04-29,BTCEUR,7175.3,8267.3,7129,8074.9,7744.2
2020-04-28,BTCEUR,7202.9,7206.5,7100,7178,7144.4
2020-04-27,BTCEUR,7121.8,7216,7045.8,7202.9,7123.9
2020-04-26,BTCEUR,6987.5,7129.9,6961,7121.9,7056.6
2020-04-25,BTCEUR,6939.3,7120,6889.3,6987.4,6998.4
2020-04-24,BTCEUR,6938.7,7080.6,6850.1,6938,6977.8
2020-04-23,BTCEUR,6590.7,7150.8,6501.6,6935,6820.7
2020-04-22,BTCEUR,6319.2,6620,6300,6590,6495.4
2020-04-21,BTCEUR,6302.4,6425.6,6276,6319.3,6337.1
2020-04-20,BTCEUR,6568.2,6650,6237.3,6305.7,6432.9
2020-04-19,BTCEUR,6689,6699.7,6507,6567.6,6592.5
2020-04-18,BTCEUR,6476,6720,6470.1,6687.7,6625.6
2020-04-17,BTCEUR,6547.8,6597.9,6444.5,6475.7,6521.7
2020-04-16,BTCEUR,6088,6635.9,5950.5,6547.8,6398.2
2020-04-15,BTCEUR,6265.6,6330.1,6064,6087.9,6212.5
2020-04-14,BTCEUR,6281.8,6380.9,6207.2,6265.6,6294.1
2020-04-13,BTCEUR,6326.4,6333.5,6047.2,6280.2,6177.7
2020-04-12,BTCEUR,6310,6600,6216.7,6330,6443.4
2020-04-11,BTCEUR,6284.5,6366.6,6201,6311.2,6282.3
2020-04-10,BTCEUR,6687.9,6694.8,6170.3,6284.1,6356.8
2020-04-09,BTCEUR,6786.6,6790,6560,6688.5,6702.9
2020-04-08,BTCEUR,6611.2,6832,6574.7,6784.9,6728.3
2020-04-07,BTCEUR,6800.4,6913.5,6486.6,6611.3,6731
2020-04-06,BTCEUR,6279.1,6813.9,6274.7,6799.1,6601.9
2020-04-05,BTCEUR,6365,6406.6,6205,6282.1,6292.2
2020-04-04,BTCEUR,6249,6480.4,6180,6365,6303.5
2020-04-03,BTCEUR,6263.9,6526.4,6133,6247.5,6340.5
2020-04-02,BTCEUR,6084.2,6646,6009.3,6265.5,6273.2
2020-04-01,BTCEUR,5838.7,6121,5641.4,6076.9,5790.5
2020-03-31,BTCEUR,5804.6,6190.9,5797.7,5838.5,5903.4
2020-03-30,BTCEUR,5283.8,5995.9,5270,5804.6,5732.6
2020-03-29,BTCEUR,5629.9,5650,5282,5284.4,5457.9
2020-03-28,BTCEUR,5748.7,5748.7,5424,5629.9,5601.6
2020-03-27,BTCEUR,6127.9,6228.1,5627.2,5748.8,6018.2
2020-03-26,BTCEUR,6161.9,6245,5963.8,6127.8,6076.4
2020-03-25,BTCEUR,6273.7,6459.7,6000,6159.7,6193.1
2020-03-24,BTCEUR,6044,6363.8,5935.6,6273.7,6194.1
2020-03-23,BTCEUR,5460.1,6183,5350,6047.8,5762.4
2020-03-22,BTCEUR,5829.3,6024.5,5404.5,5465.8,5675
2020-03-21,BTCEUR,5823.8,6067.3,5503.2,5834.8,5793.4
2020-03-20,BTCEUR,5830.1,6500,5270,5823.3,6011.5
2020-03-19,BTCEUR,4952.6,6063.4,4839.3,5830.2,5509.9
2020-03-18,BTCEUR,4866.4,4985,4622,4953,4816.6
2020-03-17,BTCEUR,4519.5,5082.6,4436.7,4867,4839
2020-03-16,BTCEUR,4817.7,4839.4,4000.1,4519.5,4376.8
2020-03-15,BTCEUR,4679.2,5389.7,4617.5,4817.7,4893.3
2020-03-14,BTCEUR,5106.5,5136.1,4575.1,4683.9,4868.9
2020-03-13,BTCEUR,4392.7,5431.9,3550,5113.4,4728.5
2020-03-12,BTCEUR,7046.4,7071,4200,4392.8,5487.4
2020-03-11,BTCEUR,6978.9,7090,6721.5,7046.5,6907.8
2020-03-10,BTCEUR,6955.7,7181.7,6810.4,6977.6,7028.1
2020-03-09,BTCEUR,7075.8,7200,6675,6955,6873.7
2020-03-08,BTCEUR,7896.9,7896.9,7027,7075.9,7459.6
2020-03-07,BTCEUR,8116.7,8163.8,7852.2,7896.9,8003.8
2020-03-06,BTCEUR,8082.3,8151.5,7988.8,8118.3,8071.7
2020-03-05,BTCEUR,7869.7,8189.9,7869.6,8082.3,8093.6
2020-03-04,BTCEUR,7849.9,7940,7805.6,7872.7,7870.1
2020-03-03,BTCEUR,8007.9,8025,7770.1,7849.5,7889.6
2020-03-02,BTCEUR,7722.7,8068.5,7690.2,8005.7,7917.5
2020-03-01,BTCEUR,7739.2,7942.5,7622.3,7722.6,7750.9
2020-02-29,BTCEUR,7891.4,7987.8,7735.6,7736.9,7869
2020-02-28,BTCEUR,8014.9,8100,7680.2,7893.1,7858.9
2020-02-27,BTCEUR,8072,8183.3,7839,8011,8049.7
2020-02-26,BTCEUR,8555.7,8613.3,7939.3,8072.1,8229.3
2020-02-25,BTCEUR,8913.6,8936.7,8505,8555.7,8718.3
2020-02-24,BTCEUR,9198,9243.1,8734.5,8915.2,8963.3
2020-02-23,BTCEUR,8929.5,9233,8923.1,9199.3,9124.1
2020-02-22,BTCEUR,8945.4,8959.4,8829.8,8929.5,8914.8
2020-02-21,BTCEUR,8917.5,9050,8804,8945.2,8975.7
2020-02-20,BTCEUR,8893,8987.4,8735,8918.9,8888.9
2020-02-19,BTCEUR,9430.2,9549.1,8680,8896.2,9218.1
2020-02-18,BTCEUR,8963.4,9512,8911.1,9432.3,9152
2020-02-17,BTCEUR,9166.3,9195,8740.4,8957.1,8942.6
2020-02-16,BTCEUR,9164.2,9291.6,8913.2,9167.4,9095.7
2020-02-15,BTCEUR,9574.9,9589.9,9083.6,9164.2,9289.8
2020-02-14,BTCEUR,9451.4,9592.5,9334.1,9571.4,9478.5
2020-02-13,BTCEUR,9528.6,9677.1,9270,9451.3,9463.4
2020-02-12,BTCEUR,9401.5,9599,9382.1,9526.5,9493.8
2020-02-11,BTCEUR,9029.9,9495,8891.4,9401.8,9203.4
2020-02-10,BTCEUR,9287.1,9309.9,8921,9029.8,9038.3
2020-02-09,BTCEUR,9056.7,9291.6,9031.3,9288.1,9212.2
2020-02-08,BTCEUR,8962.2,9093.1,8832.3,9058.4,8992.2
2020-02-07,BTCEUR,8882.2,9018.9,8860,8970,8934.9
2020-02-06,BTCEUR,8730,8956,8660.1,8882.3,8848.7
2020-02-05,BTCEUR,8307.7,8860.1,8295.7,8729.9,8612.8
2020-02-04,BTCEUR,8402.5,8449.8,8210.5,8307.9,8311.9
2020-02-03,BTCEUR,8411,8650,8350,8406.2,8443.2
2020-02-02,BTCEUR,8458.6,8530,8250,8411,8447.3
2020-02-01,BTCEUR,8414,8525,8380,8459.3,8447.3
2020-01-31,BTCEUR,8609.8,8624.4,8325.4,8414,8437.4
2020-01-30,BTCEUR,8430.6,8671.9,8324.2,8609,8523.3
2020-01-29,BTCEUR,8518.3,8563.7,8381.6,8429.8,8476.2
2020-01-28,BTCEUR,8063.4,8530,7588.8,8520,8201.4
2020-01-27,BTCEUR,7796.7,8137.5,7761.3,8064.3,7946.5
2020-01-26,BTCEUR,7566.3,7799,7526.9,7796.7,7694.1
2020-01-25,BTCEUR,7641.5,7652.8,7501.1,7566.3,7567.5
2020-01-24,BTCEUR,7595.8,7723,7460.2,7642,7611.2
2020-01-23,BTCEUR,7810,7814,7480,7596.2,7589.3
2020-01-22,BTCEUR,7870.1,7935,7738.8,7810,7817.3
2020-01-21,BTCEUR,7791.1,7913.5,7650,7870.1,7794.8
2020-01-20,BTCEUR,7842.6,7880.1,7678.3,7791.1,7795.4
2020-01-19,BTCEUR,8029.9,8267.3,7635,7848,7936.9
2020-01-18,BTCEUR,8017.5,8086,7950,8029.9,8023.2
2020-01-17,BTCEUR,7828.3,8100.5,7785.5,8020.4,7997.6
2020-01-16,BTCEUR,7903,7940,7710.7,7828.7,7790.3
2020-01-15,BTCEUR,7924.1,7985,7700,7912.3,7864.9
2020-01-14,BTCEUR,7291.9,7979.9,7291.8,7928.5,7734.4
2020-01-13,BTCEUR,7347.9,7360,7237.6,7290.1,7285
2020-01-12,BTCEUR,7211.8,7350,7165,7347.9,7295.7
2020-01-11,BTCEUR,7361,7438.9,7203,7216.8,7308.6
2020-01-10,BTCEUR,7037.9,7361,6930,7361,7145
2020-01-09,BTCEUR,7248.3,7248.9,6980.4,7038.5,7106.2
2020-01-08,BTCEUR,7316.7,7681.5,7081,7246.6,7405.7
2020-01-07,BTCEUR,6937.2,7365.2,6937.2,7317.6,7130.1
2020-01-06,BTCEUR,6588,6963.1,6580,6940,6770.3
2020-01-05,BTCEUR,6589.2,6711.1,6553.3,6588,6655
2020-01-04,BTCEUR,6569.8,6622.9,6522.5,6589.4,6566.9
2020-01-03,BTCEUR,6217.6,6629.3,6142.6,6569.9,6498
2020-01-02,BTCEUR,6399,6406.4,6201,6219.2,6319
2020-01-01,BTCEUR,6399.5,6465,6380,6401.1,6425.5
2019-12-31,BTCEUR,6446.4,6511.5,6335.3,6397.4,6425.9
2019-12-30,BTCEUR,6606.6,6606.6,6430.1,6449.8,6509.9
2019-12-29,BTCEUR,6536.6,6741.5,6519.4,6606.7,6610.9
2019-12-28,BTCEUR,6485,6584.8,6473.2,6536.7,6538.7
2019-12-27,BTCEUR,6489.9,6507.3,6351,6485,6443.3
2019-12-26,BTCEUR,6481.7,6688.1,6445.3,6489.9,6538.6
2019-12-25,BTCEUR,6547.7,6561.3,6414.8,6482.4,6483.6
2019-12-24,BTCEUR,6600.1,6735.2,6466.7,6547.6,6601.3
2019-12-23,BTCEUR,6788,6937.1,6559.1,6604.5,6770
2019-12-22,BTCEUR,6455,6794.7,6438.5,6785.7,6618.9
2019-12-21,BTCEUR,6499,6500.6,6433.6,6455.6,6458.2
2019-12-20,BTCEUR,6432,6521.2,6370.2,6500.5,6455.3
2019-12-19,BTCEUR,6556.9,6630.7,6327.7,6432,6439.7
2019-12-18,BTCEUR,5925.7,6711.1,5801,6557,6158.3
2019-12-17,BTCEUR,6182.2,6222.5,5859,5925.7,6044.2
2019-12-16,BTCEUR,6391.7,6401.9,6135,6182.1,6276.7
